Kommunkod,Kon,Aldersgrupp,Tillgangar2007,Average,AboveAvg
2401,woman,75+,173,291,0
2401,total,20-29,103,417,0
2401,total,30-49,543,417,1
2401,total,50-64,805,417,1
2401,total,65-74,596,417,1
2401,total,75+,344,417,0
2403,man,20-29,243,750,0
2403,man,30-49,794,750,1
2403,man,50-64,1299,750,1
2403,man,65-74,1730,750,1
2403,man,75+,551,750,0
2403,woman,20-29,70,258,0
2403,woman,30-49,260,258,1
2403,woman,50-64,637,258,1
2403,woman,65-74,335,258,1
2403,woman,75+,185,258,0
2403,total,-19,8,510,0
2403,total,20-29,159,510,0
2403,total,30-49,538,510,1
2403,total,50-64,991,510,1
2403,total,65-74,1050,510,1
2403,total,75+,346,510,0
2404,man,-19,1,503,0
2404,man,20-29,148,503,0
2404,man,30-49,536,503,1
2404,man,50-64,902,503,1
2404,man,65-74,846,503,1
2404,man,75+,537,503,1
2404,woman,20-29,83,256,0
2404,woman,30-49,333,256,1
2404,woman,50-64,480,256,1
2404,woman,65-74,406,256,1
2404,woman,75+,208,256,0
2404,total,-19,1,379,0
2404,total,20-29,119,379,0
2404,total,30-49,437,379,1
2404,total,50-64,706,379,1
2404,total,65-74,624,379,1
2404,total,75+,335,379,0
2409,man,20-29,120,530,0
2409,man,30-49,733,530,1
2409,man,50-64,931,530,1
2409,man,65-74,877,530,1
2409,man,75+,544,530,1
2409,woman,20-29,114,282,0
2409,woman,30-49,426,282,1
2409,woman,50-64,534,282,1
2409,woman,65-74,372,282,1
2409,woman,75+,147,282,0
2409,total,-19,0,408,0
2409,total,20-29,117,408,0
2409,total,30-49,578,408,1
2409,total,50-64,747,408,1
2409,total,65-74,619,408,1
2409,total,75+,309,408,0
2417,man,20-29,80,424,0
2417,man,30-49,538,424,1
2417,man,50-64,762,424,1
2417,man,65-74,660,424,1
2417,man,75+,405,424,0
2417,woman,20-29,59,184,0
2417,woman,30-49,302,184,1
2417,woman,50-64,293,184,1
2417,woman,65-74,264,184,1
2417,woman,75+,124,184,0
2417,total,20-29,70,306,0
2417,total,30-49,426,306,1
2417,total,50-64,543,306,1
2417,total,65-74,453,306,1
2417,total,75+,248,306,0
2418,man,20-29,85,314,0
2418,man,30-49,464,314,1
2418,man,50-64,496,314,1
2418,man,65-74,519,314,1
2418,man,75+,248,314,0
2418,woman,20-29,68,147,0
2418,woman,30-49,197,147,1
2418,woman,50-64,290,147,1
2418,woman,65-74,208,147,1
2418,woman,75+,79,147,0
2418,total,-19,1,231,0
2418,total,20-29,77,231,0
2418,total,30-49,337,231,1
2418,total,50-64,399,231,1
2418,total,65-74,357,231,1
2418,total,75+,145,231,0
2421,man,20-29,85,364,0
2421,man,30-49,416,364,1
2421,man,50-64,683,364,1
2421,man,65-74,543,364,1
2421,man,75+,334,364,0
2421,woman,-19,1,205,0
2421,woman,20-29,56,205,0
2421,woman,30-49,268,205,1
2421,woman,50-64,357,205,1
2421,woman,65-74,316,205,1
2421,woman,75+,166,205,0
2421,total,-19,0,286,0
2421,total,20-29,73,286,0
2421,total,30-49,344,286,1
2421,total,50-64,534,286,1
2421,total,65-74,426,286,1
2421,total,75+,239,286,0
2422,man,20-29,72,372,0
2422,man,30-49,436,372,1
2422,man,50-64,582,372,1
2422,man,65-74,709,372,1
2422,man,75+,370,372,0
2422,woman,20-29,52,196,0
2422,woman,30-49,264,196,1
2422,woman,50-64,344,196,1
2422,woman,65-74,280,196,1
2422,woman,75+,159,196,0
2422,total,20-29,64,287,0
2422,total,30-49,357,287,1
2422,total,50-64,467,287,1
2422,total,65-74,503,287,1
2422,total,75+,256,287,0
2425,man,20-29,68,307,0
2425,man,30-49,400,307,1
2425,man,50-64,492,307,1
2425,man,65-74,454,307,1
2425,man,75+,291,307,0
2425,woman,20-29,68,142,0
2425,woman,30-49,266,142,1
2425,woman,50-64,212,142,1
2425,woman,65-74,162,142,1
2425,woman,75+,109,142,0
2425,total,20-29,68,227,0
2425,total,30-49,335,227,1
2425,total,50-64,373,227,1
2425,total,65-74,309,227,1
2425,total,75+,193,227,0
2460,man,-19,5,510,0
2460,man,20-29,133,510,0
2460,man,30-49,715,510,1
2460,man,50-64,923,510,1
2460,man,65-74,846,510,1
2460,man,75+,483,510,0
2460,woman,-19,0,323,0
2460,woman,20-29,162,323,0
2460,woman,30-49,514,323,1
2460,woman,50-64,564,323,1
2460,woman,65-74,478,323,1
2460,woman,75+,237,323,0
2460,total,-19,3,416,0
2460,total,20-29,147,416,0
2460,total,30-49,616,416,1
2460,total,50-64,753,416,1
2460,total,65-74,660,416,1
2460,total,75+,329,416,0
2462,man,-19,3,335,0
2462,man,20-29,92,335,0
2462,man,30-49,445,335,1
2462,man,50-64,609,335,1
2462,man,65-74,493,335,1
2462,man,75+,361,335,1
2462,woman,-19,3,201,0
2462,woman,20-29,83,201,0
2462,woman,30-49,276,201,1
2462,woman,50-64,354,201,1
2462,woman,65-74,357,201,1
2462,woman,75+,139,201,0
2462,total,-19,3,270,0
2462,total,20-29,88,270,0
2462,total,30-49,361,270,1
2462,total,50-64,492,270,1
2462,total,65-74,424,270,1
2462,total,75+,236,270,0
2463,man,20-29,53,701,0
2463,man,30-49,541,701,0
2463,man,50-64,2032,701,1
2463,man,65-74,585,701,0
2463,man,75+,328,701,0
2463,woman,20-29,51,498,0
2463,woman,30-49,272,498,0
2463,woman,50-64,1820,498,1
2463,woman,65-74,204,498,0
2463,woman,75+,70,498,0
2463,total,20-29,52,602,0
2463,total,30-49,411,602,0
2463,total,50-64,1931,602,1
2463,total,65-74,386,602,0
2463,total,75+,181,602,0
2480,man,-19,2,584,0
2480,man,20-29,111,584,0
2480,man,30-49,774,584,1
2480,man,50-64,1257,584,1
2480,man,65-74,1320,584,1
2480,man,75+,855,584,1
2480,woman,-19,2,455,0
2480,woman,20-29,117,455,0
2480,woman,30-49,699,455,1
2480,woman,50-64,908,455,1
2480,woman,65-74,734,455,1
2480,woman,75+,486,455,1
2480,total,-19,2,519,0
2480,total,20-29,114,519,0
2480,total,30-49,738,519,1
2480,total,50-64,1081,519,1
2480,total,65-74,1007,519,1
2480,total,75+,630,519,1
2481,man,20-29,53,333,0
2481,man,30-49,445,333,1
2481,man,50-64,603,333,1
2481,man,65-74,598,333,1
2481,man,75+,308,333,0
2481,woman,-19,1,182,0
2481,woman,20-29,50,182,0
2481,woman,30-49,279,182,1
2481,woman,50-64,328,182,1
2481,woman,65-74,273,182,1
2481,woman,75+,108,182,0
2481,total,-19,1,257,0
2481,total,20-29,52,257,0
2481,total,30-49,363,257,1
2481,total,50-64,466,257,1
2481,total,65-74,429,257,1
2481,total,75+,188,257,0
2482,man,-19,1,442,0
2482,man,20-29,106,442,0
2482,man,30-49,560,442,1
2482,man,50-64,830,442,1
2482,man,65-74,757,442,1
2482,man,75+,445,442,1
2482,woman,-19,1,287,0
2482,woman,20-29,113,287,0
2482,woman,30-49,431,287,1
2482,woman,50-64,513,287,1
2482,woman,65-74,412,287,1
2482,woman,75+,194,287,0
2482,total,-19,1,365,0
2482,total,20-29,110,365,0
2482,total,30-49,497,365,1
2482,total,50-64,676,365,1
2482,total,65-74,577,365,1
2482,total,75+,295,365,0
2505,man,-19,1,283,0
2505,man,20-29,90,283,0
2505,man,30-49,359,283,1
2505,man,50-64,517,283,1
2505,man,65-74,443,283,1
2505,man,75+,265,283,0
2505,woman,-19,1,160,0
2505,woman,20-29,89,160,0
2505,woman,30-49,235,160,1
2505,woman,50-64,285,160,1
2505,woman,65-74,205,160,1
2505,woman,75+,89,160,0
2505,total,-19,1,222,0
2505,total,20-29,90,222,0
2505,total,30-49,298,222,1
2505,total,50-64,404,222,1
2505,total,65-74,319,222,1
2505,total,75+,162,222,0
2506,man,20-29,44,299,0
2506,man,30-49,327,299,1
2506,man,50-64,520,299,1
2506,man,65-74,500,299,1
2506,man,75+,388,299,1
2506,woman,20-29,76,193,0
2506,woman,30-49,253,193,1
2506,woman,50-64,355,193,1
2506,woman,65-74,245,193,1
2506,woman,75+,140,193,0
2506,total,-19,1,248,0
2506,total,20-29,57,248,0
2506,total,30-49,291,248,1
2506,total,50-64,441,248,1
2506,total,65-74,377,248,1
2506,total,75+,248,248,0
2510,man,-19,4,254,0
2510,man,20-29,37,254,0
2510,man,30-49,312,254,1
2510,man,50-64,405,254,1
2510,man,65-74,393,254,1
2510,man,75+,310,254,1
2510,woman,-19,3,130,0
2510,woman,20-29,33,130,0
2510,woman,30-49,190,130,1
2510,woman,50-64,224,130,1
2510,woman,65-74,169,130,1
2510,woman,75+,97,130,0
2510,total,-19,3,193,0
2510,total,20-29,35,193,0
2510,total,30-49,250,193,1
2510,total,50-64,323,193,1
2510,total,65-74,280,193,1
2510,total,75+,189,193,0
2513,man,20-29,55,366,0
2513,man,30-49,448,366,1
2513,man,50-64,651,366,1
2513,man,65-74,547,366,1
2513,man,75+,222,366,0
2513,woman,20-29,46,133,0
2513,woman,30-49,182,133,1
2513,woman,50-64,203,133,1
2513,woman,65-74,177,133,1
2513,woman,75+,129,133,0
2513,total,20-29,51,253,0
2513,total,30-49,317,253,1
2513,total,50-64,451,253,1
2513,total,65-74,368,253,1
2513,total,75+,167,253,0
2514,man,-19,1,320,0
2514,man,20-29,71,320,0
2514,man,30-49,406,320,1
2514,man,50-64,539,320,1
2514,man,65-74,504,320,1
2514,man,75+,360,320,1
2514,woman,-19,1,172,0
2514,woman,20-29,78,172,0
2514,woman,30-49,250,172,1
2514,woman,50-64,272,172,1
2514,woman,65-74,224,172,1
2514,woman,75+,142,172,0
2514,total,-19,1,248,0
2514,total,20-29,74,248,0
2514,total,30-49,330,248,1
2514,total,50-64,409,248,1
2514,total,65-74,365,248,1
2514,total,75+,234,248,0
2518,man,20-29,279,433,0
2518,man,30-49,477,433,1
2518,man,50-64,751,433,1
2518,man,65-74,591,433,1
2518,man,75+,409,433,0
2518,woman,20-29,73,164,0
2518,woman,30-49,231,164,1
2518,woman,50-64,215,164,1
2518,woman,65-74,244,164,1
2518,woman,75+,201,164,1
2518,total,-19,1,305,0
2518,total,20-29,201,305,0
2518,total,30-49,359,305,1
2518,total,50-64,512,305,1
2518,total,65-74,430,305,1
2518,total,75+,288,305,0
2521,man,-19,2,383,0
2521,man,20-29,40,383,0
2521,man,30-49,488,383,1
2521,man,50-64,564,383,1
2521,man,65-74,593,383,1
2521,man,75+,406,383,1
2521,woman,20-29,46,147,0
2521,woman,30-49,225,147,1
2521,woman,50-64,219,147,1
2521,woman,65-74,175,147,1
2521,woman,75+,159,147,1
2521,total,-19,1,271,0
2521,total,20-29,43,271,0
2521,total,30-49,366,271,1
2521,total,50-64,411,271,1
2521,total,65-74,398,271,1
2521,total,75+,266,271,0
2523,man,-19,1,410,0
2523,man,20-29,65,410,0
2523,man,30-49,293,410,0
2523,man,50-64,1087,410,1
2523,man,65-74,445,410,1
2523,man,75+,339,410,0
2523,woman,-19,1,173,0
2523,woman,20-29,73,173,0
2523,woman,30-49,238,173,1
2523,woman,50-64,285,173,1
2523,woman,65-74,244,173,1
2523,woman,75+,156,173,0
2523,total,-19,1,296,0
2523,total,20-29,68,296,0
2523,total,30-49,268,296,0
2523,total,50-64,710,296,1
2523,total,65-74,344,296,1
2523,total,75+,237,296,0
2560,man,-19,1,322,0
2560,man,20-29,88,322,0
2560,man,30-49,379,322,1
2560,man,50-64,605,322,1
2560,man,65-74,521,322,1
2560,man,75+,347,322,1
2560,woman,-19,1,185,0
2560,woman,20-29,65,185,0
2560,woman,30-49,292,185,1
2560,woman,50-64,323,185,1
2560,woman,65-74,262,185,1
2560,woman,75+,104,185,0
2560,total,-19,1,254,0
2560,total,20-29,77,254,0
2560,total,30-49,338,254,1
2560,total,50-64,471,254,1
2560,total,65-74,381,254,1
2560,total,75+,207,254,0
2580,man,-19,4,477,0
2580,man,20-29,112,477,0
2580,man,30-49,600,477,1
2580,man,50-64,857,477,1
2580,man,65-74,944,477,1
2580,man,75+,700,477,1
2580,woman,-19,2,347,0
2580,woman,20-29,118,347,0
2580,woman,30-49,501,347,1
2580,woman,50-64,600,347,1
2580,woman,65-74,490,347,1
2580,woman,75+,349,347,1
2580,total,-19,3,413,0
2580,total,20-29,115,413,0
2580,total,30-49,552,413,1
2580,total,50-64,728,413,1
2580,total,65-74,708,413,1
2580,total,75+,491,413,1
2581,man,-19,1,438,0
2581,man,20-29,108,438,0
2581,man,30-49,607,438,1
2581,man,50-64,831,438,1
2581,man,65-74,691,438,1
2581,man,75+,370,438,0
2581,woman,-19,2,290,0
2581,woman,20-29,116,290,0
2581,woman,30-49,453,290,1
2581,woman,50-64,507,290,1
2581,woman,65-74,366,290,1
2581,woman,75+,173,290,0
2581,total,-19,1,364,0
2581,total,20-29,112,364,0
2581,total,30-49,532,364,1
2581,total,50-64,669,364,1
2581,total,65-74,522,364,1
2581,total,75+,251,364,0
2582,man,-19,1,366,0
2582,man,20-29,73,366,0
2582,man,30-49,411,366,1
2582,man,50-64,736,366,1
2582,man,65-74,584,366,1
2582,man,75+,386,366,1
2582,woman,-19,1,211,0
2582,woman,20-29,77,211,0
2582,woman,30-49,319,211,1
2582,woman,50-64,348,211,1
2582,woman,65-74,274,211,1
2582,woman,75+,172,211,0
2582,total,-19,1,288,0
2582,total,20-29,75,288,0
2582,total,30-49,366,288,1
2582,total,50-64,543,288,1
2582,total,65-74,423,288,1
2582,total,75+,254,288,0
2583,man,20-29,113,338,0
2583,man,30-49,428,338,1
2583,man,50-64,544,338,1
2583,man,65-74,521,338,1
2583,man,75+,437,338,1
2583,woman,-19,1,220,0
2583,woman,20-29,114,220,0
2583,woman,30-49,333,220,1
2583,woman,50-64,321,220,1
2583,woman,65-74,296,220,1
2583,woman,75+,217,220,0
2583,total,-19,1,280,0
2583,total,20-29,113,280,0
2583,total,30-49,383,280,1
2583,total,50-64,437,280,1
2583,total,65-74,409,280,1
2583,total,75+,305,280,1
2584,man,-19,1,272,0
2584,man,20-29,54,272,0
2584,man,30-49,342,272,1
2584,man,50-64,436,272,1
2584,man,65-74,518,272,1
2584,man,75+,427,272,1
2584,woman,-19,2,188,0
2584,woman,20-29,66,188,0
2584,woman,30-49,287,188,1
2584,woman,50-64,296,188,1
2584,woman,65-74,243,188,1
2584,woman,75+,204,188,1
2584,total,-19,1,231,0
2584,total,20-29,59,231,0
2584,total,30-49,316,231,1
2584,total,50-64,370,231,1
2584,total,65-74,373,231,1
2584,total,75+,299,231,1
